要件ID,仕様書参照,対象機能,対象画面,対象ロール,事前条件,操作,期待結果,実装箇所,テストID,検証方法,検証証拠,結果,不具合ID,備考
S6-009,§7.6 運用,稼働提出物,稼働提出物タブ,①②③⑦⑧,,提出操作を行う,提出はファイルアップロード方式（Excel等を添付）であり、テンプレ内容を画面フォームに入力させるフォーム化はされていない,,e2e/08-reports-submissions.spec.ts:R8提出→pending_first→…（xlsxファイル添付で提出）; e2e/08-reports-submissions.spec.ts:異常系: ファイル未添付では提出できない,E2E,"提出はinput[type=file]（accept=.xlsx,.xls,.pdf,...）必須のアップロード方式。テンプレ内容のフォーム化入力欄は存在しない",PASS,,
S6-010,§7.6 提出フォーム,稼働提出物,稼働提出物タブ（提出フォーム）,⑦⑧（提出）,,提出フォームを表示する,提出フォームに提出物種別／年度／対象月／1次代理店／提出元代理店／ファイル／メモ の項目が存在する,,e2e/08-reports-submissions.spec.ts:年度自動計算: 対象月2027-03→2026年度（フォーム表示・DB値・一覧表示）; e2e/08-reports-submissions.spec.ts:R8提出→…,E2E,submission-form.tsx に 提出物種別 / 対象月 / 年度（自動計算）/ 提出元代理店 / ファイル / メモ を実装,PASS,,1次代理店は提出元代理店の親から自動決定され専用入力欄は無い（DBの primaryAgency をE2Eで検証）
S6-011,§7.6 提出フォーム（年度）,稼働提出物,稼働提出物タブ（提出フォーム）,⑦⑧,,対象月に2027-03と2027-04を指定して年度表示を確認する,年度は4月〜翌3月を同一年度として対象月から自動計算される（例: 対象月2027-03→2026年度、2027-04→2027年度）,,e2e/08-reports-submissions.spec.ts:年度自動計算: 対象月2027-03→2026年度（フォーム表示・DB値・一覧表示）; tests/unit/fiscal.test.ts,E2E,src/lib/util.ts fiscalYearOf（m>=4 ? y : y-1）とフォーム側 fiscalYearLabel が一致。DB fiscalYear=2026 を検証,PASS,,
S6-012,§7.6 提出フォーム,稼働提出物,稼働提出物タブ（提出フォーム）,⑦,⑦の配下に2次店が存在,⑦で提出元代理店の選択肢を確認する,⑦は提出元代理店として「1次代理店自身」または配下の2次店を選択できる（他店は選択不可）,,e2e/08-reports-submissions.spec.ts:R7自身名義の提出→一次承認を経ず直接pending_snc,E2E,reports/page.tsx: R7の agencyOptions は自店 + parentId=自店 の2次店のみ（自店には「※自店名義」表記）。他店は選択不可,PASS,,
S6-013,§7.6 提出状況確認（要件7-3）,稼働提出物,稼働提出物タブ（提出状況確認）,①②③⑦⑧,一部様式のみ提出済みの代理店・月が存在,提出状況確認を表示する,代理店ごと×対象月ごとに「n / 6」形式の提出状況バッジが表示される（提出済み様式数が正しく集計される）,,e2e/08-reports-submissions.spec.ts:提出状況テーブル: 対象月の「n / 6」バッジと未提出様式名の表示,E2E,2種提出で「2 / 6」表示を検証,PASS,,
S6-014,§7.6 提出状況確認（要件7-3）,稼働提出物,稼働提出物タブ（提出状況確認）,①②③⑦⑧,未提出様式のある代理店・月が存在,提出状況確認を表示する,未提出の様式名の一覧が代理店×対象月ごとに表示される,,e2e/08-reports-submissions.spec.ts:提出状況テーブル: 対象月の「n / 6」バッジと未提出様式名の表示,E2E,未提出4様式名が列挙され、提出済み2様式は列挙されないことを検証,PASS,,
S6-015,§7.6 承認フロー,稼働提出物,稼働提出物タブ,①②③⑦⑧,,提出物のステータス表示を確認する,ステータスが「未提出」「1次店確認中」「SNC確認中（1次承認済み）」「最終承認済み」「差戻し」の5種で管理・表示される,,e2e/08-reports-submissions.spec.ts:R8提出→pending_first→R7一次承認→pending_snc→R2最終承認→approved; e2e/08-reports-submissions.spec.ts:差戻し（理由付き）→rejected,E2E,SUBMISSION_STATUS_LABELS: 1次店確認中 / SNC確認中 / 最終承認済み / 差戻し の4値を画面表示で検証,PASS,,「未提出」はステータス値ではなく提出状況テーブルの n/6 と未提出様式名で表現（レコードが存在しない状態）
S6-016,§7.6 / §6.4,稼働提出物,稼働提出物タブ,⑧（提出）⑦（1次承認）③（最終承認）,⑧が提出物をアップロード済み,⑧提出→⑦1次承認→③最終承認の順に操作する,⑧の提出は1次店確認中→⑦の1次承認でSNC確認中→③の最終承認で最終承認済みへと二段階承認で遷移する。⑦自身の名義分は1次承認を経ずに直接SNCへ提出される,,e2e/08-reports-submissions.spec.ts:R8提出→pending_first→R7一次承認→pending_snc→R2最終承認→approved（各ステータスDB検証）; e2e/08-reports-submissions.spec.ts:R7自身名義の提出→一次承認を経ず直接pending_snc,E2E,履歴イベント submitted→approve_first→final_approve をDB検証,PASS,,
S6-017,§7.6 / §14-10,稼働提出物,稼働提出物タブ,⑦③（承認者）,承認待ちの提出物が存在,承認の代わりに差戻しを理由付きで実行する,各承認段階で理由付きの差戻し（却下）ができ、ステータスが「差戻し」になり提出元が再提出できる,,e2e/08-reports-submissions.spec.ts:差戻し（理由付き）→rejected・理由がDBと画面に残る,E2E,理由付き差戻しで status=rejected、履歴 submitted→reject、画面に「差戻し」バッジ+理由,PASS,,§14-10は暫定判断のまま（未確定）。仕様判断不能の可能性 / §14-10は暫定判断のまま（仕様判断不能の可能性）
S6-018,§7.6 フィルタ,稼働提出物,稼働提出物タブ,①②③⑦⑧,,フリーワードで検索する,フリーワードで提出物一覧が絞り込まれる,,e2e/08-reports-submissions.spec.ts:提出物一覧フィルタ: §7.6の項目（フリーワード/種別/1次代理店/2次代理店/年度/月）が揃っている,E2E,input[name=q] のフリーワード検索（localhost:3100 のレンダリングで絞り込み結果を確認）,PASS,,
S6-019,§7.6 フィルタ,稼働提出物,稼働提出物タブ,①②③⑦⑧,,種別フィルタを選択する,選択した提出物種別（6種のいずれか）のみが一覧に表示される,,e2e/08-reports-submissions.spec.ts:提出物一覧フィルタ: §7.6の項目…,E2E,select[name=kind] に6種の選択肢,PASS,,
S6-020,§7.6 フィルタ,稼働提出物,稼働提出物タブ,①②③,,1次代理店フィルタを選択する,選択した1次代理店（配下含む）の提出物のみが一覧に表示される,,e2e/08-reports-submissions.spec.ts:提出物一覧フィルタ: §7.6の項目…（「1次代理店」ラベルを検証）,E2E,1次代理店selectに110001/150008/190001の選択肢を確認,PASS,,
S6-021,§7.6 フィルタ,稼働提出物,稼働提出物タブ,①②③⑦,,2次代理店フィルタを選択する,選択した2次代理店の提出物のみが一覧に表示される,,e2e/08-reports-submissions.spec.ts:提出物一覧フィルタ: §7.6の項目…（「2次代理店」ラベルを検証）,E2E,2次代理店selectに210001/210002/250008の選択肢を確認,PASS,,
S6-022,§7.6 フィルタ,稼働提出物,稼働提出物タブ,①②③⑦⑧,,年度フィルタを選択する,選択した年度（4月〜翌3月）の提出物のみが一覧に表示される,,e2e/08-reports-submissions.spec.ts:提出物一覧フィルタ: §7.6の項目…（select[name=fy]）,E2E,年度selectに2031/2030/2026年度（fiscalYearOf算出値）が並ぶ,PASS,,
S6-023,§7.6 フィルタ,稼働提出物,稼働提出物タブ,①②③⑦⑧,,月フィルタを選択する,選択した対象月の提出物のみが一覧に表示される,,e2e/08-reports-submissions.spec.ts:提出物一覧フィルタ: §7.6の項目…（input[name=fmonth]）; e2e/08-reports-submissions.spec.ts:提出状況テーブル（?month=…）,E2E,,PASS,,
S7-001,§7.7,お知らせ・情報周知,お知らせ,①②③⑦⑧⑨,全体向けお知らせが送信済み,各ロールでお知らせ一覧を表示する,全体向けお知らせは①②③⑦⑧⑨に表示される（⑩には表示されない）,,e2e/11-announcements-docs.spec.ts:お知らせ: R3が全体向け（添付付き）を作成 → DB保存・R7/R8/R9へ通知・R8/R9の一覧に表示; e2e/02-nav-permissions.spec.ts:R10 のメニュー項目（お知らせなし）,E2E,,PASS,,
S7-002,§7.7,お知らせ・情報周知,お知らせ,①②③⑦（表示）/⑧⑨（非表示）,1次店向けお知らせが送信済み,⑦と⑧⑨それぞれでお知らせ一覧を表示する,1次店向けお知らせは①②③⑦にのみ表示され、⑧⑨の一覧には表示されない,,e2e/11-announcements-docs.spec.ts:お知らせ: R3が1次店向けを作成 → R7に表示・R8/R9には非表示・通知は⑦のみ,E2E,R8/R9の一覧に出ず直接URLもリダイレクトされることを検証,PASS,,
S7-003,§7.7 / §5.1,お知らせ・情報周知,お知らせ,①②③（可）/⑦⑧⑨（不可）,,⑦⑧⑨でお知らせの登録・送信を試みる,お知らせの登録・送信は①②③のみ可能で、⑦⑧⑨には作成・送信のUIが表示されず、API直接呼び出しも403で拒否される,,e2e/11-announcements-docs.spec.ts:お知らせ 異常系: …R5はページアクセス不可; e2e/11-announcements-docs.spec.ts:お知らせ: R3が1次店向けを作成 →（R7閲覧側に作成UIなし）,E2E,announcements/page.tsx は作成フォームを①②③のみに描画。actions.ts の createAnnouncement 等もSNC管理ロール以外を拒否,PASS,,⑦⑧⑨のAPI直叩き拒否のE2Eは未整備（コード確認）
S7-004,§7.7（要件8-1）,お知らせ・情報周知,お知らせ（作成）,①②③,,お知らせ作成フォームを表示する,タイトル+自由記述本文で作成できる（本文にフォーマット指定・強制はない）。配信チャネル（全体向け/1次店向け）を選択できる,,e2e/11-announcements-docs.spec.ts:お知らせ: R3が全体向け（添付付き）を作成; e2e/11-announcements-docs.spec.ts:お知らせ: R3が1次店向けを作成,E2E,title + 自由記述textarea + select[name=audience]（all/primary）でチャネル選択,PASS,,
S7-005,§7.7（要件8-1）,お知らせ・情報周知,お知らせ（作成）,①②③,,ファイルを添付してお知らせを作成する,お知らせにファイルを添付でき、閲覧側で添付ファイルをダウンロードできる,,e2e/11-announcements-docs.spec.ts:お知らせ: R3が全体向け（添付付き）を作成 →…（添付実体をDB検証・R9詳細で添付リンク）,E2E,,PASS,,
S7-006,§7.7,お知らせ・情報周知,お知らせ,①②③,,下書き保存→送信→停止→削除を順に実行する,お知らせが下書き→送信→停止→削除のライフサイクルで遷移し、下書きは閲覧側に表示されず、停止すると閲覧側から見えなくなる,,e2e/11-announcements-docs.spec.ts:お知らせ: 停止/削除 → 閲覧側から消える（停止=リダイレクト、削除=404）,E2E,"停止（status=stopped→リダイレクト）と削除（status=deleted→404）はE2E PASS。下書きは announcements/actions.ts:46,69,78（intent=draft で status=draft・sentAt=null・通知なし）と new-form.tsx:53 の「下書き保存」ボタンをコード確認、localhost:3100/announcements のレンダリングでもボタン存在を確認",PASS,,下書き→送信遷移のE2Eは未整備
S7-007,§7.7（要件8-3）,お知らせ・情報周知,お知らせ（作成）,①②③,,重要フラグを付けてお知らせを作成・送信する,お知らせに重要フラグを設定でき、重要フラグ付きのお知らせが既読管理の対象になる,,e2e/11-announcements-docs.spec.ts:お知らせ: 重要フラグ → 一覧上部ピン+重要バッジ、R9閲覧でAnnouncementRead記録、R3側で既読率・未読者確認,E2E,,PASS,,
S7-008,§7.7（要件8-3）,お知らせ・情報周知,お知らせ,閲覧側ロール,重要フラグ付きお知らせが送信済み,閲覧側アカウントでお知らせ詳細を開く,重要フラグ付きお知らせの既読状況が販売員ID単位（アカウント単位）で記録される,,e2e/11-announcements-docs.spec.ts:お知らせ: 重要フラグ →…R9閲覧でAnnouncementRead記録,E2E,"AnnouncementRead(announcementId, accountId) が1件作成されることをDB検証（販売員ID=アカウント単位）",PASS,,既読記録の確認はDB検証併用可
S7-009,§7.7（要件8-3）,お知らせ・情報周知,お知らせ（配信側）,①②③,重要フラグ付きお知らせを一部アカウントが既読,配信側で既読状況を表示する,配信側から既読率と未読者一覧を確認できる,,e2e/11-announcements-docs.spec.ts:お知らせ: 重要フラグ →…R3側で既読率・未読者確認,E2E,「n / m（％）」の既読率と未読者一覧（未読R8が含まれ既読R9が含まれない）を検証。localhost:3100 でも「3 / 9（33%）」「未読者一覧（6名）」を確認,PASS,,
S7-010,§7.7,お知らせ・情報周知,お知らせ（閲覧側）,⑦⑧⑨（閲覧）,添付付きお知らせが送信済み,閲覧側で一覧→詳細→添付DLを行う,閲覧側には一覧・詳細表示・添付ダウンロードが提供される,,e2e/11-announcements-docs.spec.ts:お知らせ: R3が全体向け（添付付き）を作成 →…（R9で一覧→詳細→添付リンク）; e2e/11-announcements-docs.spec.ts:ファイルダウンロード /files/[id],E2E,,PASS,,
S7-011,§7.7 / §3.7,お知らせ・情報周知,お知らせ / ヘッダ通知ベル,配信対象ロール,,お知らせを送信する,送信時に配信対象アカウントへアプリ内通知（ヘッダのベルアイコンにバッジ）が届く,,e2e/11-announcements-docs.spec.ts:お知らせ: R3が全体向け（添付付き）を作成 → …R7/R8/R9へ通知; e2e/10-cases-agency.spec.ts:未読バッジ数→/notificationsで一覧表示,E2E,配信対象アカウントにNotification（link=/announcements/{id}）が作成され、ヘッダベルの未読バッジで表示される,PASS,,
S7-012,§7.7,お知らせ・情報周知,お知らせ（一覧）,①②③,既存のお知らせが存在,一覧から複製作成を実行する,既存お知らせを複製して新規作成でき（タイトル・本文が引き継がれる）、週3〜4回の運用に耐える省工数UXが提供される,"src/app/(app)/announcements/{page.tsx,actions.ts,new-form.tsx,row-actions.tsx}（複製実装なし）",,E2E,"複製作成の実装が存在しない。`grep -n ""複製|duplicate|copy"" src/app/(app)/announcements/*.tsx src/app/(app)/announcements/actions.ts` のヒットは actions.ts:132 のコメント「宛先（audience）は…変更不可（複製作成で対応 §7.7）」1件のみで、複製用の server action・ボタンは無い。localhost:3100/announcements（R2）の実レンダリングでも配信一覧の操作列は各行「編集｜停止｜削除」のみで複製ボタン0件。省工数UXとしては「下書き保存」（新規作成フォーム）が存在するのみ。",NOT_IMPLEMENTED,,下書きライフサイクルは実装されたが、既存お知らせの複製作成は未実装。
R-001,§4 ロール表,アカウント体系,-,全ロール,-,ロール定義の確認,ロールが①サスラボ社システム管理/②SNC管理者/③SNC運用者/④SNC閲覧/⑤SNCサポート(ホットライン)/⑥SNCサポート(消費者センター)/⑦1次代理店管理者/⑧2次代理店管理者/⑨代理店一般(販売員ID)/⑩稼働終了代理店 の10種のenumとして定義されている,C:/Users/hiras/Documents/test/airis/src/lib/roles.ts,,CODE,roles.ts:2-12でRole型がR1〜R10の10種のユニオン型（enum相当）として定義され、各値のコメントとROLE_LABELS(14-25行)/ROLE_NUM(27-30行)が①サスラボ社システム管理〜⑩稼働終了代理店の10ロールに正確に対応。session.ts:59で⑦⑧の稼働終了時にR10へ実効ロール解決も実装,PASS,,§3.2のRBAC実装と対応
R-002,§4 ロール表①,アカウントID採番,Airisアカウント申請,①,①向けアカウント申請が最終承認可能な状態,①ロールの申請を最終承認する,アカウントIDが「airis_slb_sys_」+3桁連番（例: airis_slb_sys_001）で自動採番される。区分は管理者として扱われる,,テスト未整備・手動確認,E2E,src/app/(app)/account-requests/actions.ts:146 loginPrefix('R1')='airis_slb_sys_'、digits=3（R3以外）で `airis_slb_sys_001` 形式。区分は ADMIN_PW_ROLES に R1 を含み管理者扱い,PASS,,E2Eで実測されているのは⑧の採番のみ
R-003,§4 ロール表②,アカウントID採番,Airisアカウント申請,②,②向けアカウント申請が最終承認可能な状態,②ロールの申請を最終承認する,アカウントIDが「airis_snc_adm_」+3桁連番で自動採番される。区分は管理者,,テスト未整備・手動確認,E2E,actions.ts:148 'airis_snc_adm_' + 3桁。ADMIN_PW_ROLES に R2 を含む（管理者=20桁ポリシー）,PASS,,
R-004,§4 ロール表③,アカウントID採番,Airisアカウント申請,③,③向けアカウント申請が最終承認可能な状態,③ロールの申請を最終承認する,アカウントIDが「airis_snc_ops_」+連番4桁（③のみ4桁。例: airis_snc_ops_0001）で自動採番される。区分は管理者,,テスト未整備・手動確認,E2E,actions.ts:150 'airis_snc_ops_' + actions.ts:199 `digits = req.role==='R3' ? 4 : 3` により airis_snc_ops_0001 形式。ADMIN_PW_ROLES に R3 を含む,PASS,,末尾連番は③のみ4桁、他ロールは3桁
R-005,§4 ロール表④,アカウントID採番,Airisアカウント申請,④,④向けアカウント申請が最終承認可能な状態,④ロールの申請を最終承認する,アカウントIDが「airis_snc_vew_」+3桁連番で自動採番される。区分は一般,,テスト未整備・手動確認,E2E,actions.ts:152 'airis_snc_vew_' + 3桁。ADMIN_PW_ROLES に R4 を含まない=一般（14桁）,PASS,,
R-006,§4 ロール表⑤,アカウントID採番,Airisアカウント申請,⑤,⑤向けアカウント申請が最終承認可能な状態,⑤ロールの申請を最終承認する,アカウントIDが「airis_snc_spt1_」+3桁連番で自動採番される。区分は一般,,テスト未整備・手動確認,E2E,actions.ts:154 'airis_snc_spt1_' + 3桁。一般区分,PASS,,
R-007,§4 ロール表⑥,アカウントID採番,Airisアカウント申請,⑥,⑥向けアカウント申請が最終承認可能な状態,⑥ロールの申請を最終承認する,アカウントIDが「airis_snc_spt2_」+3桁連番で自動採番される。区分は一般,,テスト未整備・手動確認,E2E,actions.ts:156 'airis_snc_spt2_' + 3桁。一般区分,PASS,,
R-008,§4 ロール表⑦,アカウントID採番,Airisアカウント申請,⑦,代理店コード（6桁）を持つ1次代理店が存在し、⑦向け申請が最終承認可能,⑦ロールの申請を最終承認する,アカウントIDが「airis_1」+代理店コード6桁+「_」+3桁連番（例: airis_1110001_001）で自動採番される。区分は管理者,,テスト未整備・手動確認,E2E,actions.ts:158 `airis_1${agency.code}_` + 3桁（例 airis_1110001_001）。ADMIN_PW_ROLES に R7 を含む=管理者。R7申請時は agency.tier===1 をサーバ側で強制,PASS,,
R-009,§4 ロール表⑧,アカウントID採番,Airisアカウント申請,⑧,2次代理店が存在し、⑧向け申請が最終承認可能,⑧ロールの申請を最終承認する,アカウントIDが「airis_2」+代理店コード6桁+「_」+3桁連番で自動採番される。区分は一般,,e2e/03-account-requests.spec.ts:R3が最終承認→一時パスワードが一度だけ表示され、DBにAccountが採番規則どおり作成される,E2E,prefix 'airis_2210001_' + 3桁連番で airis_2210001_002 が発行されることをE2E実測（/^airis_2210001_\d{3}$/）。一般区分,PASS,,
R-010,§4 ロール表⑩ / §14-2,稼働終了代理店の実効ロール解決,-,⑦⑧⑩,⑦⑧アカウントを持つ1次代理店と配下2次店が存在,当該1次代理店のAgencyステータスを「稼働終了」に切り替えてから⑦⑧のIDでログインする,⑦⑧のアカウントIDは変更されず（airis_1xxxxxx_000/airis_2xxxxxx_000を流用、専用ID airis_snc_cls_000 等の採番は行われない）、実効ロールが⑩として解決され窓口対応のみに権限が限定される。Accountのステータスenum（§4.1の4種）は変化しない,,e2e/12-agencies-dashboard.spec.ts:下位代理店: 稼働終了に変更 → 当該R7の実効ロールが⑩…→ 戻す; e2e/01-auth.spec.ts:R10(稼働終了代理店(⑦→⑩)) でログイン → /dashboard,E2E,airis_1190001_001（⑦のID体系）のまま実効ロール⑩に解決。airis_snc_cls_ 系の採番はコード上に存在しない。Account.statusは変化せず（DB検証）,PASS,,§14-2で発注者確定（権限一覧★を正とする）
R-011,§4 ロール表⑨,販売員IDのID形式,販売員ID管理,⑨,販売員ID申請が最終承認済み,発行された販売員IDの形式を確認する,販売員IDが代理店コード6桁+「C」+3桁連番（例: 110001C001）の形式で発行され、そのままAirisのログインIDとして使用できる,,e2e/05-sales-staff.spec.ts:承認フロー: …+{code}C{3桁}採番+一時PW→そのIDでログイン可; e2e/01-auth.spec.ts:R9(販売員) でログイン → /dashboard,E2E,/^210001C\d{3}$/ を実測し、同IDで /login からログイン可（Account.loginId = salesId）,PASS,,
R-012,§4 本文,アカウントID自動採番,Airisアカウント申請,全ロール,-,申請フォームの表示と承認実行,申請フォームにアカウントIDの手入力欄は存在せず、申請承認時にシステムがID文字列を自動採番する,,e2e/03-account-requests.spec.ts:R2: 証跡を添付して申請（フォームにID入力欄なし）; e2e/03-account-requests.spec.ts:R3が最終承認→…DBにAccountが採番規則どおり作成される,E2E,request-form.tsx に loginId 入力欄は存在せず、finalApprove 時に prefix+連番で自動採番,PASS,,
R-013,"§4 本文（要件1-8, 2-5）",共通ログイン画面,ログイン画面,①〜⑩,Airisアカウントと本登録販売員IDが各1件存在,同一のログイン画面からAirisアカウントIDと販売員IDでそれぞれログインする,Airisアカウント系（①〜⑧⑩）と別系統の販売員ID（⑨: 氏名・生年月日・電話番号・代理店名で登録）のどちらでも、同一のログイン画面からログインできる,,e2e/01-auth.spec.ts:ログイン成功（全10ロール）; e2e/05-sales-staff.spec.ts:承認フロー: …そのIDでログイン可,E2E,airis_* 系（①〜⑧⑩）と 110001C001（⑨）が同一の /login フォーム（input[name=loginId]）でログイン可,PASS,,
R-014,§4.1（要件1-4）,Airisアカウントのステータス,Airisアカウント管理,①〜⑧⑩,承認待ちの申請が存在,申請→承認→停止→削除を順に実行,ステータスは「承認前」「本登録」「停止中」「削除済」の4種のみ。申請直後=承認前、最終承認で本登録、停止操作で停止中、削除操作で削除済に遷移する,,e2e/04-admin.spec.ts:停止→DBでsuspended、再開→active; e2e/04-admin.spec.ts:削除→DBでdeleted（論理削除・deletedAt記録）; e2e/03-account-requests.spec.ts:R3が最終承認→…（active・初回変更必須）,E2E,ACCOUNT_STATUS_LABELS のキーは pending/active/suspended/deleted の4種のみ。申請→最終承認でactive、停止でsuspended、削除でdeletedをDB検証,PASS,,
R-015,§4.1,ステータス表示ラベル,Airisアカウント申請/管理,①②,各ステータスのアカウントが存在,一覧・統計カードの表示確認,画面表示は承認前=「承認待ち」、本登録=「登録済み」、停止中=「停止」、削除済=「削除済」で統一表示される。統計カード等も同一ラベルで、「承認中」等の揺れた表記が存在しない,,e2e/04-admin.spec.ts:統計カード4枚の数値がDB件数と一致（表示対象/承認待ち/登録済み/停止・削除）; e2e/04-admin.spec.ts:検索・ロールフィルタ・ステータスフィルタが機能する（「停止」バッジ）; e2e/04-admin.spec.ts:削除→…（「削除済」バッジ）,E2E,"ACCOUNT_STATUS_LABELS = {pending:'承認待ち', active:'登録済み', suspended:'停止', deleted:'削除済'} を一元利用。「承認中」等の表記は src/ に存在しない",PASS,,
R-016,"§4.1（要件2-3, 3-3）",販売員ID・訪販員申請のステータス,販売員ID管理 / 訪販員申請・管理,①②③⑦⑧,申請中の販売員ID/訪販員申請が存在,申請→1次承認→最終承認を順に実行,ステータスは「申請中」「仮登録」「本登録」「停止中」「削除済」の5種。申請直後=申請中、1次承認で仮登録、最終承認で本登録に遷移する,,e2e/05-sales-staff.spec.ts:承認フロー: R7の1次承認→仮登録、R2の最終承認→本登録…; e2e/06-field-agents.spec.ts:t05 承認フロー: R7申請(applying)→R7 1次承認(provisional)→R2最終承認(registered); e2e/06-field-agents.spec.ts:t14 検索・フィルタ（状態選択肢5種）,E2E,STAFF_STATUS_LABELS = 申請中/仮登録/本登録/停止中/削除済 の5種。遷移をDB検証,PASS,,
R-017,§4.1 / §6.2-4,GiGaCC連携CSV出力対象,販売員ID管理,①②③,申請中・仮登録・本登録・停止中・削除済の販売員が混在,「GiGaCC連携用CSV出力」を実行,CSVにはステータス「本登録」の販売員のみが含まれ、申請中・仮登録・停止中・削除済は含まれない,,e2e/05-sales-staff.spec.ts:GiGaCC連携CSV出力: 本登録のみが含まれる（仮登録・申請中・ダミーは含まない）,E2E,CSV記載の全販売員IDをDB突合し status=registered のみを確認,PASS,,列仕様自体は§14-7で未確定（仮実装+発注者確認要）→仕様判断不能の可能性 / 列仕様自体は§14-7で未確定
R-018,§4.1,訪販員申請の未申請表示,訪販員申請・管理,①②③⑦⑧,訪販員申請レコードを持たない販売員が存在,訪販員申請一覧を表示,申請レコードが無い販売員は「未申請」と表示される。「未申請」はDB上のステータス値としては保存されない（表示上の状態のみ）,src/app/(app)/field-agents/page.tsx:82-123 / DB: SalesStaff 34件中 no_app=15件,,E2E,"DB側（非保存）は充足: FieldAgentApplication.status の実測値は deleted/applying/registered の3種のみ（`select status,count(*) from ""FieldAgentApplication"" group by 1`）で「未申請」というステータス値は保存されていない。src/lib/roles.ts:107-113 STAFF_STATUS_LABELS にも「未申請」は無い。画面表示が未達: src/app/(app)/field-agents/page.tsx:117-123 の一覧は fieldAgentApplication.findMany のみを行ソースとするため、申請レコードを持たない販売員の行が生成されない。DB実測で SalesStaff 34件中15件が FieldAgentApplication を1件も持たないが、/field-agents（R2）の一覧は「全24件中 1–24件を表示」で「未申請」行は0件。",FAIL,,DB側の非保存はDB確認を併用 / DB非保存はPASS、画面上の「未申請」表示が未実装のため総合FAIL。
R-019,§4.1,訪販員申請の申請区分,訪販員申請・管理,①②③⑦⑧,稼働/抹消それぞれの申請が存在,申請レコードのフィールド構成を確認,申請区分（稼働/抹消）はステータスとは別フィールドとして保持され、一覧でステータスと独立に表示される,"C:/Users/hiras/Documents/test/airis/prisma/schema.prisma:120,137; src/app/(app)/field-agents/csv/route.ts:35,47",,DB,applicationType（'稼働'/'抹消'）がstatus（applying/provisional/registered/suspended/deleted）とは別カラムとして定義され、DB実査でも両値が独立に混在（稼働×applying/registered/deleted、抹消×deleted）。一覧・CSVでも申請区分とステータスを別列で出力。,PASS,,
R-020,§4.1,抹消申請の承認,訪販員申請・管理,①②③,申請区分「抹消」の訪販員申請が最終承認可能な状態,抹消申請を最終承認する,当該訪販員登録のステータスが「削除済」に遷移する（訪販員登録が抹消される）,,e2e/06-field-agents.spec.ts:t06 抹消申請: 最終承認で抹消申請と既存の訪販員登録がdeletedになる,E2E,抹消申請と既存稼働登録の双方が status=deleted + deletedAt 設定になることをDB検証,PASS,,
R-021,§4.1,状態遷移のサーバ側制御,-,①②,各ステータスのレコードが存在,定義外の状態遷移（例: 承認前→停止中、削除済→本登録）をAPIに直接要求する,定義外の遷移要求はサーバ側で拒否される（エラー応答となり状態が変化しない）,"src/app/(app)/admin/actions.ts:61-100, 各actionsのステータスガード",,API,"全遷移がサーバ側で現在ステータスを検証: アカウント停止はactiveのみ（admin/actions.ts:63 — 承認前(pending)→停止は「登録済みのアカウントのみ停止できます」で拒否）、復旧はdeleted→suspendedのみ（91-95行 — 削除済→本登録の直接遷移は不可）、再開はsuspendedのみ（71）。申請承認も厳密（accountRequest: pending_first→pending_finalのみ1次承認可:107、pending_finalのみ最終承認可:189）。販売員・訪販員・提出物も同様のガード（sales-staff/actions.ts:195,225,280,298,317、reports/actions.ts:463,484,508-511）。定義外遷移はエラー応答/no-opで状態不変。",PASS,,①②での実操作検証はE2Eで補完。コード上、定義外遷移の受理経路なし
R-022,§4.1,遷移イベント履歴の記録,-,全ロール,"申請〜削除まで一連の操作を実行済み","履歴テーブルを確認","requested / approve_first / final_approve / reject / suspend / resume / delete の各遷移イベントが発生日時・実行者とともに履歴テーブルに記録されている","src/lib/util.ts:10-12,180-183 / prisma/schema.prisma:86,107,145,203 / src/app/(app)/admin/actions.ts:81-118",,DB,"StatusHistory（entityType/entityId/event/fromStatus/toStatus/reason/changedBy/changedAt）へ6エンティティすべての遷移を記録する。account / account_request / sales_staff / field_agent は本ループで追加（各 actions.ts の track()）。case / submission は既存。実ブラウザで画面操作し実DBを直接読む e2e/26-status-history.spec.ts（4テスト全通過）で、requested / approve_first / suspend / resume / delete / reject の記録と fromStatus・toStatus・changedBy・reason の値まで確認。Account は JSON列 history を持たないため本テーブルが唯一の遷移記録となる。",PASS,,"6エンティティ・9イベントを網羅。記録失敗は業務処理を止めない（recordStatusHistory が例外を飲む）設計で、追跡は audit() と二重化されている。"
R-023,§4.1,一覧での履歴表示,Airisアカウント申請 / 販売員ID管理 / 訪販員申請・管理,①②③⑦,遷移履歴のあるレコードが存在,一覧画面を表示,各レコードに遷移履歴（例: 「requested 2026-08-03 / final_approve …」形式）が表示される,,e2e/03-account-requests.spec.ts:R3が最終承認→…（履歴イベント配列を検証）; e2e/05-sales-staff.spec.ts:承認フロー（history に approve_first/final_approve）; e2e/06-field-agents.spec.ts:t05 承認フロー（history）,E2E,src/lib/util.ts formatHistory が `event YYYY-MM-DD / …` 形式で整形し、3画面すべての一覧セルに描画（localhost:3100 のレンダリングで「requested 2026-08-05 / …」を確認）,PASS,,
